web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620505928-11308,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Penthouse con Roofgarden y vista al Lago. Magnolia Luxury Condos.,"$60,000",3,"3
                                    
                                
                                Baños",183 m²
1620505928-11318,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,"Se Renta Precioso Departamento en Santa Fe Juriquilla, 2 Recamaras, 2 Baños Lujo","$21,000",2,"2
                                    
                                
                                Baños",132 m²
1620505836-11088,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,Estrena departamento en milenio,"$13,800",2,"2
                                    
                                
                                Baños",120 m²
1620505613-10566,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,"Departamento de lujo totalmente amueblado, Centro Sur OFP EX966","$25,000",3,"3
                                    
                                
                                Baños",110 m²
1620505725-10803,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,RENTA DEPARTAMENTOS - CAMPANARIO ELITE - QUERETARO,"$23,600",2,"2
                                    
                                
                                Baños",128 m²
1620505681-10682,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,DEPARTAMENTO HABITACIONAL,"$17,000",2,"2
                                    
                                
                                Baños",132 m²
1620506014-11575,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,"DEPARTAMENTO EN RENTA EN WISE LIVING JURIQUILLA, EXCELENTE UBICACIÓN","$21,000",2,"2
                                    
                                
                                Baños",160 m²
1620505997-11513,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,RENTA departamento en Fray Junipero sin amueblar de 2 recamaras!,"$17,000",2,"3
                                    
                                
                                Baños",130 m²
1620505960-11400,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Departamento - Juriquilla,"$18,000",2,"2
                                    
                                
                                Baños",83 m²
1620505346-10482,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,"Rent Depa Amueblado y Servicios, vista y seguridad Cum. Del Lago Juriquilla JF","$27,500",3,"3
                                    
                                
                                Baños",232 m²
1620505817-11037,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,"DEPARTAMENTO EN RENTA, CITY VIEW, CAMPANARIO, AMUEBLADO","$24,000",2,"2
                                    
                                
                                Baños",110 m²
1620505613-10549,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,Renta departamento amueblado en koloria centro sur queretaro 2 recamaras,"$18,000",2,"2
                                    
                                
                                Baños",80 m²
1620505796-10967,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,"Loft en Renta, en El Mirador, El Marqués","$7,000",1,"1
                                    
                                
                                Baño",35 m²
1620505891-11191,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA PRIVALIA AMBIENTA AMUEBLADO CON SERVICIOS INCLUIDOS,"$12,000",3,"2
                                    
                                
                                Baños",97 m²
1620505660-10658,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,Departamento en Centro Sur de 2 dormitorios y 87 mts2! RAHQRO,"$14,000",2,"2
                                    
                                
                                Baños",87 m²
1620505891-11187,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,DEPA AMUEBLADO EN NATUUR REFUGIO,"$21,000",3,"2
                                    
                                
                                Baños",129 m²
1620505725-10816,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,"RENTA DE EXCLUSIVO DEPARTAMENTO AMUEBLADO EN EDIFICIO ADAMANT, QUERÉTARO","$18,000",2,"2
                                    
                                
                                Baños",74 m²
1620505346-10477,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,"Se renta departamento en Cumbres del Lago, Juriquilla","$18,000",2,"3
                                    
                                
                                Baños",135 m²
1620505780-10945,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,RENTA DEPARTAMENTO EN LATITUD EL CORAZÓN DE LA CIUDAD  A 3 MIN DEL CENTRO,"$12,000",1,"1
                                    
                                
                                Baño",66 m²
1620506014-11587,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,DEPARTAMENTO EN RENTA EN JURIQUILLA DESARROLLO HANDIKO,"$21,500",2,"2
                                    
                                
                                Baños",160 m²
1620506014-11570,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,BONITO DEPARTAMENTO EN DESARROLLO EXCLUSIVO AUTOSUSTENTABLE JOY JURIQUILLA,"$28,000",2,"2
                                    
                                
                                Baños",142 m²
1620505741-10819,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,Departamento en Renta en El Campanario de 2 dormitorios y 2 baños! RAHQRO,"$25,000",2,"2
                                    
                                
                                Baños",76 m²
1620505796-10976,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Hermoso departamento completamente amueblado y equipado en El Mirador JF,"$15,500",2,"2
                                    
                                
                                Baños",122 m²
1620505969-11412,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,Departamento - Juriquilla,"$15,400",2,"2
                                    
                                
                                Baños",97 m²
1620505704-10758,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,"DEPARTAMENTO EN RENTA EN COLINAS DEL CIMATARIO. (Tipo Dúplex, Con Entrada Independien...","$9,000",2,"1
                                    
                                
                                Baño",208 m²
1620505761-10897,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento exclusivo semiamueblado en El Campanario de 120 mts2! RAHQRO,"$29,000",2,"3
                                    
                                
                                Baños",120 m²
1620505928-11302,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento en renta,"$16,500",2,"2
                                    
                                
                                Baños",105 m²
1620505613-10548,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,Departamento en renta Centro Sur 3 habitaciones AVH,"$25,000",3,"3
                                    
                                
                                Baños",110 m²
1620505796-10970,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en renta por la zona de El Mirador OFP 20 1961,"$15,000",2,"2
                                    
                                
                                Baños",85 m²
1620505636-10608,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,Departamento en Renta Querétaro 1 Rec y Estudio Centro Sur Central park T 200,"$14,000",2,"2
                                    
                                
                                Baños",111 m²
